Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/forecast/010005,6,0,200,3261.526958357232,181.15616706199944,7499.600625014864,1865.0,0.05066950679902919,0.0,5700,5700,5800,5800,7500,7500,7500,7500,7500,7500,7500
POST,/forecast/010006,4,0,990,3250.755323213525,543.1076670065522,5801.343916915357,1525.0,0.033779671199352795,0.0,5700,5700,5800,5800,5800,5800,5800,5800,5800,5800,5800
POST,/forecast/010007,5,0,4400,3634.457824798301,447.9637499898672,6306.836707983166,1848.0,0.042224588999190994,0.0,4400,6200,6200,6300,6300,6300,6300,6300,6300,6300,6300
POST,/forecast/010008,4,0,140,2387.0693957724143,124.43750002421439,5122.0557080814615,1501.0,0.033779671199352795,0.0,4200,4200,5100,5100,5100,5100,5100,5100,5100,5100,5100
POST,/forecast/010011,8,0,250,2494.926312530879,183.54291608557105,6831.114250002429,1837.0,0.06755934239870559,0.0,470,5300,6500,6500,6800,6800,6800,6800,6800,6800,6800
POST,/forecast/010012,6,0,160,2680.889583347986,157.00312494300306,6160.561416996643,1845.0,0.05066950679902919,0.0,4200,4200,5300,5300,6200,6200,6200,6200,6200,6200,6200
POST,/forecast/010016,3,0,6000,6915.1524166809395,5723.503040964715,9003.249292029068,1857.0,0.025334753399514597,0.0,6000,6000,9000,9000,9000,9000,9000,9000,9000,9000,9000
POST,/forecast/010018,8,0,4400,4407.168880381505,123.76616697292775,6787.820208002813,1501.0,0.06755934239870559,0.0,6500,6600,6700,6700,6800,6800,6800,6800,6800,6800,6800
POST,/forecast/010019,7,0,880,2219.7002081499836,282.90166705846786,6116.481665987521,1816.0,0.05911442459886739,0.0,880,1200,5800,5800,6100,6100,6100,6100,6100,6100,6100
GET,/forecasts/010001,25,0,71,2708.582753292285,25.672957999631763,8816.540917032398,1657.0,0.21112294499595496,0.0,71,5400,5700,6000,6600,8300,8800,8800,8800,8800,8800
GET,/forecasts/010005,17,0,52,2553.185583181296,25.32345801591873,8975.21254105959,2015.0,0.14356360259724937,0.0,52,5200,5500,5800,6300,9000,9000,9000,9000,9000,9000
GET,/forecasts/010006,22,0,280,2633.6720000306905,25.54108400363475,9052.004875033163,1673.0,0.18578819159644036,0.0,2400,4300,5300,5500,6900,6900,9100,9100,9100,9100,9100
GET,/forecasts/010007,18,0,30,2378.3947520941083,25.291207944974303,6718.962249928154,1998.0,0.15200852039708757,0.0,31,5200,6000,6000,6600,6700,6700,6700,6700,6700,6700
GET,/forecasts/010008,26,0,140,2363.1955527682576,25.51141695585102,6669.598957989365,1649.0,0.21956786279579316,0.0,230,5400,5500,5500,6100,6200,6700,6700,6700,6700,6700
GET,/forecasts/010011,22,0,4000,3208.9702387298034,25.371290976181626,8814.605250023305,1987.0,0.18578819159644036,0.0,4100,4600,5500,5700,6100,6300,8800,8800,8800,8800,8800
GET,/forecasts/010012,20,0,3400,3243.0196417146362,24.32200009934604,8550.189458066598,1995.0,0.16889835599676398,0.0,3600,5200,6300,6600,8400,8600,8600,8600,8600,8600,8600
GET,/forecasts/010016,24,0,64,2415.730192743164,25.41999996174127,6581.1262499773875,2007.0,0.20267802719611677,0.0,74,5000,5400,5600,6000,6500,6600,6600,6600,6600,6600
GET,/forecasts/010018,21,0,5200,3837.4786784628495,25.835332926362753,9554.918541922234,1649.0,0.17734327379660217,0.0,5200,5500,5800,6000,6600,6700,9600,9600,9600,9600,9600
GET,/forecasts/010019,19,0,3100,2581.167493370901,25.17620800063014,6649.683041963726,1966.0,0.16045343819692579,0.0,3100,4700,5100,5400,6000,6600,6600,6600,6600,6600,6600
GET,/snapshots/latest/010001,25,0,3700,2922.6052551157773,25.122083025053144,6633.572166087106,208.0,0.21112294499595496,0.0,3700,4700,6000,6100,6500,6500,6600,6600,6600,6600,6600
GET,/snapshots/latest/010005,33,0,2900,2625.7811932521167,24.898792034946382,6448.660875088535,208.0,0.27868228739466055,0.0,2900,5200,5300,5400,5800,6300,6400,6400,6400,6400,6400
GET,/snapshots/latest/010006,33,0,50,2394.4284886079417,25.776583002880216,9480.001542018726,208.0,0.27868228739466055,0.0,50,4200,5000,5400,6100,9000,9500,9500,9500,9500,9500
GET,/snapshots/latest/010007,29,0,3100,2855.6434813212477,25.29191703069955,9275.371958035976,206.0,0.24490261619530776,0.0,3100,5300,5700,5700,6500,6500,9300,9300,9300,9300,9300
GET,/snapshots/latest/010008,26,0,3900,3181.643775615017,25.61687503475696,9082.304666982964,206.0,0.21956786279579316,0.0,4500,5300,5400,5800,6600,8800,9100,9100,9100,9100,9100
GET,/snapshots/latest/010011,24,0,28,1693.05931769001,24.7973749646917,5836.658167070709,209.0,0.20267802719611677,0.0,28,280,4700,5100,5300,5700,5800,5800,5800,5800,5800
GET,/snapshots/latest/010012,23,0,2100,2817.111913109725,24.240082944743335,6703.3326249802485,207.0,0.19423310939627858,0.0,2100,5300,5600,5700,6000,6200,6700,6700,6700,6700,6700
GET,/snapshots/latest/010016,32,0,2700,2875.6208490085555,23.975042044185102,8997.399499989115,209.0,0.27023736959482236,0.0,3800,5000,5500,5600,6000,6600,9000,9000,9000,9000,9000
GET,/snapshots/latest/010018,25,0,61,2085.9881433984265,25.036917068064213,8294.134416035376,207.0,0.21112294499595496,0.0,61,3300,4800,5100,6400,6400,8300,8300,8300,8300,8300
GET,/snapshots/latest/010019,29,0,5400,4094.8042428153085,24.506375077180564,9429.288332932629,208.0,0.24490261619530776,0.0,5400,6000,6100,6200,8400,9100,9400,9400,9400,9400,9400
,Aggregated,726,0,810,2792.846379022322,23.67641602177173,9707.962749991566,948.8925619834711,6.131010322682532,0.0,880,5200,5500,5800,6400,6700,8800,9100,9700,9700,9700
