Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/forecast/010005,4,0,190,199.53497927053832,180.97608408425003,241.752874921076,1865.0,0.03348415719206148,0.0,190,190,240,240,240,240,240,240,240,240,240
POST,/forecast/010006,1,0,120.4850000794977,120.4850000794977,120.4850000794977,120.4850000794977,1525.0,0.00837103929801537,0.0,120,120,120,120,120,120,120,120,120,120,120
POST,/forecast/010007,1,0,174.9274160247296,174.9274160247296,174.9274160247296,174.9274160247296,1848.0,0.00837103929801537,0.0,170,170,170,170,170,170,170,170,170,170,170
POST,/forecast/010008,4,0,120,122.0269690384157,113.86650009080768,130.544833955355,1501.0,0.03348415719206148,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/forecast/010011,6,0,180,194.46144450921565,175.7595840608701,267.24129100330174,1837.0,0.05022623578809221,0.0,180,180,190,190,270,270,270,270,270,270,270
POST,/forecast/010012,1,0,168.32649998832494,168.32649998832494,168.32649998832494,168.32649998832494,1845.0,0.00837103929801537,0.0,170,170,170,170,170,170,170,170,170,170,170
POST,/forecast/010016,4,0,201.21895801275969,205.1934895280283,201.21895801275969,211.88708301633596,1857.0,0.03348415719206148,0.0,200,200,210,210,210,210,210,210,210,210,210
POST,/forecast/010018,3,0,120,119.59173631233473,116.10991694033146,126.37966708280146,1501.0,0.025113117894046105,0.0,120,120,130,130,130,130,130,130,130,130,130
POST,/forecast/010019,4,0,280,288.11758355004713,278.1147920759395,298.7478750292212,1816.0,0.03348415719206148,0.0,290,290,300,300,300,300,300,300,300,300,300
GET,/forecasts/010001,14,0,26,26.592113202371234,25.44429199770093,28.986125020310283,1657.0,0.11719455017221517,0.0,26,27,27,27,29,29,29,29,29,29,29
GET,/forecasts/010005,21,0,27,31.028908705117093,25.281750014983118,77.33458303846419,2015.0,0.17579182525832274,0.0,27,27,28,28,29,64,77,77,77,77,77
GET,/forecasts/010006,21,0,27,27.952099152441537,25.573458056896925,37.30825008824468,1673.0,0.17579182525832274,0.0,27,28,28,29,30,32,37,37,37,37,37
GET,/forecasts/010007,21,0,26,28.46626385248133,24.571374990046024,53.19537501782179,1998.0,0.17579182525832274,0.0,26,27,27,27,30,48,53,53,53,53,53
GET,/forecasts/010008,19,0,27,27.874328894540668,25.568542070686817,44.27824995946139,1649.0,0.15904974666229202,0.0,27,27,28,29,30,44,44,44,44,44,44
GET,/forecasts/010011,26,0,27,28.19787326734513,25.311999954283237,44.988500070758164,1987.0,0.2176470217483996,0.0,27,27,28,29,33,34,45,45,45,45,45
GET,/forecasts/010012,15,0,27,27.607086137868464,24.891332956030965,32.92779205366969,1995.0,0.12556558947023053,0.0,27,27,28,30,31,33,33,33,33,33,33
GET,/forecasts/010016,12,0,27,31.665059068473056,25.545125012286007,61.05533393565565,2007.0,0.10045247157618442,0.0,28,28,28,28,50,61,61,61,61,61,61
GET,/forecasts/010018,15,0,28,27.999019459821284,25.86091705597937,32.24104200489819,1649.0,0.12556558947023053,0.0,28,28,29,30,31,32,32,32,32,32,32
GET,/forecasts/010019,21,0,28,31.24781170239051,24.971541948616505,61.69645895715803,1966.0,0.17579182525832274,0.0,28,28,29,30,46,55,62,62,62,62,62
GET,/snapshots/latest/010001,22,0,27,30.578551147217777,24.822624982334673,76.87562506180257,208.0,0.18416286455633812,0.0,27,29,30,31,38,39,77,77,77,77,77
GET,/snapshots/latest/010005,23,0,26,27.289110494008206,24.96516704559326,38.29712490551174,208.0,0.19253390385435348,0.0,26,28,28,29,29,31,38,38,38,38,38
GET,/snapshots/latest/010006,19,0,27,28.30791231980057,24.944750010035932,51.98454193305224,208.0,0.15904974666229202,0.0,27,27,28,28,31,52,52,52,52,52,52
GET,/snapshots/latest/010007,21,0,26,27.920862997970765,23.158916970714927,55.49129191786051,206.0,0.17579182525832274,0.0,26,27,28,29,31,33,55,55,55,55,55
GET,/snapshots/latest/010008,24,0,26,28.204312630502198,24.750167038291693,53.66504203993827,206.0,0.20090494315236884,0.0,27,27,28,28,31,40,54,54,54,54,54
GET,/snapshots/latest/010011,15,0,27,29.441283325043816,24.638832896016538,52.41004202980548,209.0,0.12556558947023053,0.0,27,28,30,30,34,52,52,52,52,52,52
GET,/snapshots/latest/010012,25,0,27,27.6963551947847,25.102750048972666,46.56133393291384,207.0,0.20927598245038423,0.0,27,27,28,28,31,33,47,47,47,47,47
GET,/snapshots/latest/010016,22,0,27,28.77282400996509,24.81929201167077,51.16045894101262,209.0,0.18416286455633812,0.0,27,27,28,29,31,38,51,51,51,51,51
GET,/snapshots/latest/010018,23,0,26,29.975469112801164,25.060457992367446,67.05329194664955,207.0,0.19253390385435348,0.0,26,28,30,31,31,52,67,67,67,67,67
GET,/snapshots/latest/010019,19,0,27,28.74769299830261,25.45545797329396,55.57179101742804,208.0,0.15904974666229202,0.0,27,28,28,28,34,56,56,56,56,56,56
,Aggregated,584,0,27,38.06366132829842,23.158916970714927,298.7478750292212,960.0342465753424,4.8886869500409755,0.0,27,28,29,30,52,120,190,270,300,300,300
