Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/forecast/010011,1,1,52.078334032557905,52.078334032557905,52.078334032557905,52.078334032557905,21.0,0.016788883602548425,0.016788883602548425,52,52,52,52,52,52,52,52,52,52,52
POST,/forecast/010012,1,1,54.29379106499255,54.29379106499255,54.29379106499255,54.29379106499255,21.0,0.016788883602548425,0.016788883602548425,54,54,54,54,54,54,54,54,54,54,54
POST,/forecast/010016,3,3,53,46.601347314814724,30.972874956205487,55.42562494520098,21.0,0.05036665080764528,0.05036665080764528,53,53,55,55,55,55,55,55,55,55,55
POST,/forecast/010018,3,3,59,79.75195868251224,53.43700002413243,126.6572920139879,21.0,0.05036665080764528,0.05036665080764528,59,59,130,130,130,130,130,130,130,130,130
POST,/forecast/010019,1,1,59.55762509256601,59.55762509256601,59.55762509256601,59.55762509256601,21.0,0.016788883602548425,0.016788883602548425,60,60,60,60,60,60,60,60,60,60,60
GET,/forecasts/010001,8,0,53,52.405765498406254,35.54570802953094,66.2822499871254,5128.0,0.1343110688203874,0.0,53,54,54,54,66,66,66,66,66,66,66
GET,/forecasts/010005,9,0,51,47.91962489899662,26.663291035220027,72.00495793949813,2.0,0.15109995242293583,0.0,51,51,57,58,72,72,72,72,72,72,72
GET,/forecasts/010006,8,0,53,50.55786474258639,27.23275008611381,61.146666994318366,2.0,0.1343110688203874,0.0,54,54,54,54,61,61,61,61,61,61,61
GET,/forecasts/010007,8,0,51,47.66114075027872,28.055708040483296,57.07829201128334,2.0,0.1343110688203874,0.0,52,56,57,57,57,57,57,57,57,57,57
GET,/forecasts/010008,10,0,50,43.8765085185878,26.31358301732689,57.5751670403406,2.0,0.16788883602548427,0.0,51,51,53,57,58,58,58,58,58,58,58
GET,/forecasts/010011,10,0,53,49.91588759003207,27.804791927337646,61.76199996843934,2.0,0.16788883602548427,0.0,54,54,58,59,62,62,62,62,62,62,62
GET,/forecasts/010012,4,0,52,49.19905198039487,29.36083299573511,59.2743749730289,2.0,0.0671555344101937,0.0,57,57,59,59,59,59,59,59,59,59,59
GET,/forecasts/010016,8,0,53,47.811166747123934,27.89554197806865,57.37099994439632,2.0,0.1343110688203874,0.0,53,54,56,56,57,57,57,57,57,57,57
GET,/forecasts/010018,4,0,50,52.945458475733176,49.98158395756036,60.28512492775917,2.0,0.0671555344101937,0.0,51,51,60,60,60,60,60,60,60,60,60
GET,/forecasts/010019,6,0,52,57.72796548747768,27.48208399862051,104.75150006823242,2.0,0.10073330161529057,0.0,53,53,58,58,100,100,100,100,100,100,100
GET,/snapshots/latest/010001,12,12,53,46.95798617710049,28.39741704519838,57.52087489236146,21.0,0.20146660323058113,0.20146660323058113,54,55,56,56,57,58,58,58,58,58,58
GET,/snapshots/latest/010005,10,10,54,64.06762920087203,29.410041053779423,116.92716600373387,21.0,0.16788883602548427,0.16788883602548427,59,66,71,85,120,120,120,120,120,120,120
GET,/snapshots/latest/010006,12,12,55,48.76390985252025,29.6456249197945,65.5777920037508,21.0,0.20146660323058113,0.20146660323058113,56,57,57,57,58,66,66,66,66,66,66
GET,/snapshots/latest/010007,11,11,56,49.932447166859426,29.23808293417096,62.733834027312696,21.0,0.1846777196280327,0.1846777196280327,56,57,58,58,59,63,63,63,63,63,63
GET,/snapshots/latest/010008,12,12,55,54.063764080638066,31.189542030915618,67.32395896688104,21.0,0.20146660323058113,0.20146660323058113,55,56,59,59,63,67,67,67,67,67,67
GET,/snapshots/latest/010011,11,11,33,42.58285981433635,28.381458017975092,62.49895796645433,21.0,0.1846777196280327,0.1846777196280327,33,55,55,55,58,62,62,62,62,62,62
GET,/snapshots/latest/010012,17,17,55,54.02356859378736,32.31741697527468,64.75854211021215,21.0,0.28541102124332324,0.28541102124332324,55,58,59,60,60,65,65,65,65,65,65
GET,/snapshots/latest/010016,14,14,56,50.87581249452861,31.40695800539106,61.43858400173485,21.0,0.23504437043567797,0.23504437043567797,57,59,60,61,61,61,61,61,61,61,61
GET,/snapshots/latest/010018,10,10,55,52.72211232222617,30.211708042770624,58.48808295559138,21.0,0.16788883602548427,0.16788883602548427,55,56,57,58,58,58,58,58,58,58,58
GET,/snapshots/latest/010019,13,13,55,49.49038777536211,30.56070802267641,75.79762500245124,21.0,0.21825548683312956,0.21825548683312956,55,57,59,66,67,76,76,76,76,76,76
,Aggregated,285,210,54,50.76878702374208,26.31358301732689,126.6572920139879,159.88771929824563,4.784831826726302,3.5256655565351696,54,56,57,58,61,66,76,100,130,130,130
