Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/alerts/010001,28,0,27,32.77404598858474,24.095083004795015,148.43474992085248,1889.0,0.23450852362581703,0.0,27,28,28,29,29,65,150,150,150,150,150
GET,/alerts/010005,23,0,27,30.517818816208646,25.385333923622966,63.787166960537434,1961.0,0.19263200154977828,0.0,27,27,28,28,49,52,64,64,64,64,64
GET,/alerts/010006,27,0,27,29.287507735986125,24.71737505402416,60.534375021234155,2.0,0.2261332192106093,0.0,27,27,28,29,36,49,61,61,61,61,61
GET,/alerts/010007,29,0,26,28.891149382428104,24.368999991565943,77.52925006207079,1961.0,0.2428838280410248,0.0,26,27,27,29,31,42,78,78,78,78,78
GET,/alerts/010008,26,0,26,29.303355733505807,24.917874950915575,63.77008405979723,2.0,0.21775791479540155,0.0,27,27,28,28,42,47,64,64,64,64,64
GET,/alerts/010011,25,0,26,27.187431640923023,24.53866705764085,33.01291598472744,1917.0,0.2093826103801938,0.0,26,27,28,28,31,32,33,33,33,33,33
GET,/alerts/010012,39,0,26,29.248959411723682,24.44887498859316,56.96808302309364,2.0,0.32663687219310233,0.0,26,27,28,29,46,54,57,57,57,57,57
GET,/alerts/010016,26,0,26,33.6564807042193,23.759457981213927,128.12195799779147,2.0,0.21775791479540155,0.0,26,27,30,31,55,56,130,130,130,130,130
GET,/alerts/010018,30,0,27,29.215256974566728,24.86387500539422,56.8746670614928,2.0,0.25125913245623255,0.0,27,27,29,29,34,55,57,57,57,57,57
GET,/alerts/010019,23,0,27,35.228293470066525,24.493500008247793,131.09195895958692,2.0,0.19263200154977828,0.0,27,30,35,38,53,54,130,130,130,130,130
POST,/forecast/010001,11,0,110,132.3780036235059,105.53495807107538,244.6346249198541,1509.0,0.09212834856728527,0.0,110,110,110,110,220,240,240,240,240,240,240
POST,/forecast/010005,4,0,180,233.2139480568003,177.94808407779783,374.0074160741642,1865.0,0.03350121766083101,0.0,200,200,370,370,370,370,370,370,370,370,370
POST,/forecast/010006,12,0,120,145.36655549697267,117.41133290342987,253.04045795928687,1525.0,0.10050365298249302,0.0,120,120,180,180,240,250,250,250,250,250,250
POST,/forecast/010007,8,0,170,177.8246147587197,165.8080000197515,201.93237497005612,1848.0,0.06700243532166202,0.0,180,180,180,180,200,200,200,200,200,200,200
POST,/forecast/010008,8,0,120,180.78560949652456,113.18308394402266,503.97741701453924,1501.0,0.06700243532166202,0.0,120,130,230,230,500,500,500,500,500,500,500
POST,/forecast/010011,11,0,180,252.7421211019497,175.19600002560765,554.8523340839893,1837.0,0.09212834856728527,0.0,180,190,220,220,540,550,550,550,550,550,550
POST,/forecast/010012,8,0,170,269.08226587693207,161.08700004406273,588.163209031336,1845.0,0.06700243532166202,0.0,180,310,410,410,590,590,590,590,590,590,590
POST,/forecast/010016,8,0,210,211.96195841184817,201.68291707523167,234.95383304543793,1857.0,0.06700243532166202,0.0,210,210,220,220,230,230,230,230,230,230,230
POST,/forecast/010018,8,0,113.45220799557865,134.34087490895763,113.45220799557865,247.80887505039573,1501.0,0.06700243532166202,0.0,120,130,130,130,250,250,250,250,250,250,250
POST,/forecast/010019,9,0,300,380.62438908188295,277.24066691007465,782.3454999597743,1816.0,0.07537773973686976,0.0,300,390,390,430,780,780,780,780,780,780,780
GET,/forecasts/010001,32,0,27,32.9202591565263,24.989624973386526,139.9138750275597,1657.0,0.26800974128664806,0.0,28,29,30,30,39,67,140,140,140,140,140
GET,/forecasts/010005,44,0,27,30.281187416138973,24.600708042271435,147.74516597390175,2015.0,0.3685133942691411,0.0,27,27,28,28,29,32,150,150,150,150,150
GET,/forecasts/010006,34,0,27,30.020337065627032,25.36037506069988,62.670917017385364,1673.0,0.2847603501170636,0.0,27,28,28,29,30,62,63,63,63,63,63
GET,/forecasts/010007,29,0,27,31.991474081537334,24.46158300153911,125.42054196819663,1998.0,0.2428838280410248,0.0,27,27,28,29,49,55,130,130,130,130,130
GET,/forecasts/010008,42,0,27,27.656464305307185,24.21958395279944,36.53679194394499,1649.0,0.3517627854387256,0.0,27,27,28,28,30,32,37,37,37,37,37
GET,/forecasts/010011,31,0,27,28.864990578093117,25.163582991808653,41.7399579891935,1987.0,0.2596344368714403,0.0,27,28,30,31,35,40,42,42,42,42,42
GET,/forecasts/010012,25,0,28,30.954698529094458,25.14645899645984,68.11866699717939,1995.0,0.2093826103801938,0.0,28,29,29,30,47,54,68,68,68,68,68
GET,/forecasts/010016,35,0,26,27.145110632825112,24.22320900950581,43.87145803775638,2007.0,0.2931356545322713,0.0,26,27,28,28,29,34,44,44,44,44,44
GET,/forecasts/010018,37,0,27,28.049454933057564,24.936124915257096,44.20037497766316,1649.0,0.3098862633626868,0.0,27,28,28,28,33,41,44,44,44,44,44
GET,/forecasts/010019,35,0,26,29.008903563953936,25.103374966420233,63.80937504582107,1966.0,0.2931356545322713,0.0,26,28,29,29,32,47,64,64,64,64,64
GET,/snapshots/latest/010001,47,0,26,28.029690578361933,24.690625024959445,59.994124923832715,208.0,0.39363930751476434,0.0,26,27,28,28,31,35,60,60,60,60,60
GET,/snapshots/latest/010005,46,0,27,30.589096987134088,25.14316700398922,82.27004099171609,208.0,0.38526400309955655,0.0,27,28,29,30,48,57,82,82,82,82,82
GET,/snapshots/latest/010006,42,0,27,33.69810907835407,24.69845802988857,188.67699999827892,208.0,0.3517627854387256,0.0,27,28,28,32,46,54,190,190,190,190,190
GET,/snapshots/latest/010007,53,0,26,31.26381216834317,24.81579198502004,83.96766695659608,206.0,0.4438911340060108,0.0,26,27,29,31,42,62,79,84,84,84,84
GET,/snapshots/latest/010008,42,0,26,30.545016002309108,24.86929204314947,89.35799996834248,206.0,0.3517627854387256,0.0,26,27,28,29,41,57,89,89,89,89,89
GET,/snapshots/latest/010011,49,0,27,29.675186286224243,25.106584071181715,62.39858397748321,209.0,0.41038991634517985,0.0,27,27,28,29,37,55,62,62,62,62,62
GET,/snapshots/latest/010012,43,0,27,33.300879890597315,24.990833015181124,125.94633409753442,207.0,0.3601380898539333,0.0,27,27,28,30,48,58,130,130,130,130,130
GET,/snapshots/latest/010016,43,0,26,26.83723836238388,24.153958074748516,35.5107500217855,209.0,0.3601380898539333,0.0,26,27,28,28,31,31,36,36,36,36,36
GET,/snapshots/latest/010018,38,0,27,29.206282894225104,24.680957896634936,59.115084004588425,207.0,0.31826156777789455,0.0,27,27,28,29,37,55,59,59,59,59,59
GET,/snapshots/latest/010019,52,0,28,31.278334878152236,24.875500006601214,92.07562496885657,208.0,0.4355158295908031,0.0,28,28,29,30,33,57,84,92,92,92,92
,Aggregated,1162,0,27,43.500144439072166,23.759457981213927,782.3454999597743,931.3459552495697,9.732103730471406,0.0,27,28,29,31,59,150,220,300,590,780,780
